note_id,card_id,tags_list,pressed,deck,review_time_s,review_datetime
1718644568039,1718644568040,,3,01_own,16.26,2024-06-23T10:38:46Z
1718644568039,1718644568040,,3,01_own,25.13,2024-06-24T12:03:05Z
1718644568039,1718644568040,,3,01_own,6.5,2024-06-26T08:31:06Z
1718644568039,1718644568040,,3,01_own,5.1,2024-06-30T09:20:53Z
1718644568039,1718644568040,,3,01_own,5.61,2024-09-27T11:11:54Z
1718644568039,1718644568040,,3,01_own,13.55,2024-10-13T12:54:14Z
1718644568039,1718644568040,,3,01_own,9.47,2024-10-21T09:54:31Z
1718644631736,1718644631736,,1,01_own,9.21,2024-06-18T11:54:36Z
1718644631736,1718644631736,,3,01_own,9.62,2024-06-18T12:20:21Z
1718644631736,1718644631736,,3,01_own,7.22,2024-06-19T06:53:06Z
1718644631736,1718644631736,,3,01_own,6.62,2024-06-21T11:58:51Z
1718644631736,1718644631736,,3,01_own,10.35,2024-06-28T10:50:57Z
1718644631736,1718644631736,,3,01_own,6.98,2024-07-15T18:48:46Z
1718644669286,1718644669286,,3,01_own,3.24,2024-06-18T11:52:34Z
1718644669286,1718644669286,,3,01_own,7.03,2024-06-21T11:58:32Z
1718644669286,1718644669286,,3,01_own,7.18,2024-07-04T12:04:33Z
1718644669286,1718644669286,,2,01_own,12.84,2024-08-16T17:51:20Z
1718644669286,1718644669286,,3,01_own,6.92,2024-10-12T11:22:15Z
1718644686075,1718644686075,,3,01_own,60,2024-06-18T11:54:15Z
1718644686075,1718644686075,,3,01_own,10.6,2024-06-21T11:59:24Z
1718644686075,1718644686075,,3,01_own,59.61,2024-07-04T12:04:25Z
1718644686075,1718644686075,,3,01_own,24.53,2024-08-19T12:04:07Z
1718644735524,1718644735524,,3,01_own,30.16,2024-06-18T11:55:06Z
1718644735524,1718644735524,,3,01_own,6.13,2024-06-22T11:28:00Z
1718644735524,1718644735524,,2,01_own,36.76,2024-07-07T11:39:24Z
1718644735524,1718644735524,,1,01_own,45.73,2024-07-29T18:51:10Z
1718644735524,1718644735524,,3,01_own,6.09,2024-07-29T19:22:25Z
1718644735524,1718644735524,,3,01_own,7,2024-08-02T08:03:03Z
1718644735524,1718644735524,,3,01_own,8.6,2024-08-10T19:01:21Z
1718644735524,1718644735524,,3,01_own,7.97,2024-09-03T06:39:46Z
1718644806195,1718644806195,,3,01_own,7.73,2024-06-18T09:41:37Z
1718644806195,1718644806195,,3,01_own,16.03,2024-06-21T11:59:07Z
1718644806195,1718644806195,,3,01_own,9.12,2024-07-02T12:32:00Z
1718644806195,1718644806195,,3,01_own,5.51,2024-08-07T12:05:41Z
1718644806195,1718644806195,,3,01_own,21.6,2024-10-26T11:05:45Z
1718644841239,1718644841239,,3,01_own,11.28,2024-06-18T09:41:26Z
1718644841239,1718644841239,,3,01_own,6.52,2024-06-22T11:30:40Z
1718644841239,1718644841239,,3,01_own,7,2024-07-04T12:03:26Z
1718644841239,1718644841239,,1,01_own,7.02,2024-08-13T10:06:51Z
1718644841239,1718644841239,,3,01_own,4.45,2024-08-13T10:24:02Z
1718644841239,1718644841239,,2,01_own,7.02,2024-08-18T15:25:54Z
1718644841239,1718644841239,,1,01_own,6.82,2024-08-27T10:00:25Z
1718644841239,1718644841239,,3,01_own,2.8,2024-08-27T12:30:56Z
1718644841239,1718644841239,,3,01_own,18.1,2024-08-29T12:25:53Z
1718644841239,1718644841239,,3,01_own,16.44,2024-09-02T12:05:46Z
1718644841239,1718644841239,,3,01_own,8.01,2024-09-08T10:27:46Z
1718644848620,1718644848620,,3,01_own,3.94,2024-06-18T09:41:30Z
1718644848620,1718644848620,,3,01_own,5.99,2024-06-21T11:59:48Z
1718644848620,1718644848620,,3,01_own,3.74,2024-07-03T12:54:26Z
1718644848620,1718644848620,,2,01_own,9.86,2024-08-10T19:01:05Z
1718644848620,1718644848620,,2,01_own,6.56,2024-10-06T11:07:02Z
1718644848620,1718644848620,,3,01_own,8.93,2024-12-29T21:15:10Z
1718718694978,1718718694979,,3,01_own,9.17,2024-06-19T07:12:59Z
1718718694978,1718718694979,,3,01_own,2.47,2024-06-23T09:41:49Z
1718718694978,1718718694979,,3,01_own,6.53,2024-07-08T18:33:57Z
1718718694978,1718718694979,,3,01_own,39.49,2024-08-22T12:06:39Z
1718718752440,1718718752441,,3,01_own,10.54,2024-06-19T07:12:21Z
1718718752440,1718718752441,,3,01_own,18.65,2024-06-24T11:10:17Z
1718718752440,1718718752441,,3,01_own,5.26,2024-07-11T12:26:17Z
1718718752440,1718718752441,,3,01_own,23.32,2024-09-01T11:29:19Z
1718718816944,1718718816944,,3,01_own,7.9,2024-06-19T07:12:05Z
1718718816944,1718718816944,,3,01_own,15.96,2024-06-22T11:28:16Z
1718718816944,1718718816944,,3,01_own,31.47,2024-07-04T12:05:26Z
1718718816944,1718718816944,,3,01_own,6.9,2024-08-17T18:28:28Z
1718718848226,1718718848226,,3,01_own,11.97,2024-06-19T07:12:37Z
1718718848226,1718718848226,,3,01_own,8.16,2024-06-22T11:30:34Z
1718718848226,1718718848226,,3,01_own,18.08,2024-07-02T12:18:40Z
1718718848226,1718718848226,,3,01_own,9.57,2024-08-02T08:04:06Z
1718718848226,1718718848226,,3,01_own,6.83,2024-11-10T20:04:18Z
1718718872044,1718718872044,,3,01_own,4.87,2024-06-19T07:12:10Z
1718718872044,1718718872044,,3,01_own,4.48,2024-06-22T11:30:50Z
1718718872044,1718718872044,,1,01_own,9.07,2024-07-05T18:52:04Z
1718718872044,1718718872044,,3,01_own,5.87,2024-07-05T19:53:58Z
1718718872044,1718718872044,,3,01_own,5.26,2024-07-08T18:37:06Z
1718718872044,1718718872044,,3,01_own,9.96,2024-07-18T18:52:45Z
1718718872044,1718718872044,,3,01_own,8.51,2024-08-10T19:15:10Z
1718719028268,1718719028268,,3,01_own,5.47,2024-06-19T07:12:49Z
1718719028268,1718719028268,,3,01_own,33.42,2024-06-24T12:00:57Z
1718719028268,1718719028268,,3,01_own,9.56,2024-07-09T12:00:41Z
1718719028268,1718719028268,,2,01_own,21.18,2024-08-26T12:01:25Z
1718719028268,1718719028268,,3,01_own,3.62,2024-11-04T12:51:10Z
1718719109010,1718719109010,,3,01_own,6.63,2024-06-19T07:11:57Z
1718719109010,1718719109010,,3,01_own,17.22,2024-06-24T12:01:27Z
1718719109010,1718719109010,,3,01_own,19.68,2024-07-13T11:54:15Z
1718719109010,1718719109010,,3,01_own,8.96,2024-09-04T08:49:09Z
1718719109010,1718719109010,,3,01_own,8.3,2024-10-05T11:10:49Z
1718719290572,1718719290572,,3,01_own,7.28,2024-06-19T07:12:44Z
1718719290572,1718719290572,,3,01_own,9.93,2024-06-22T11:27:36Z
1718719290572,1718719290572,,3,01_own,4.9,2024-07-05T11:43:48Z
1718719290572,1718719290572,,3,01_own,40.15,2024-08-20T12:00:39Z
1718719290572,1718719290572,,3,01_own,8.77,2024-10-21T09:51:47Z
1718719364547,1718719364547,,3,01_own,3.92,2024-06-19T07:12:25Z
1718719364547,1718719364547,,3,01_own,4.23,2024-06-24T11:59:49Z
1718719364547,1718719364547,,3,01_own,5.84,2024-07-14T12:43:48Z
1718719364547,1718719364547,,3,01_own,5.54,2024-09-11T19:00:11Z
1718719364547,1718719364547,,3,01_own,3.67,2024-10-21T09:51:05Z
1718719982602,1718719982602,,1,01_own,24.36,2024-07-25T12:29:24Z
1718719982602,1718719982602,,3,01_own,2.54,2024-07-25T16:25:01Z
1718719982602,1718719982602,,3,01_own,2.72,2024-07-26T15:38:44Z
1718719982602,1718719982602,,3,01_own,47.65,2024-07-28T18:45:11Z
1718719982602,1718719982602,,3,01_own,2.05,2024-08-04T11:59:47Z
1718719982602,1718719982602,,3,01_own,4.54,2024-08-23T18:36:28Z
1718719982602,1718719982602,,3,01_own,2.23,2024-10-14T11:37:40Z
1718719982602,1718719982602,,3,01_own,2.15,2025-01-25T11:45:19Z
1718720047072,1718720047072,,1,01_own,13.49,2024-07-25T16:26:26Z
1718720047072,1718720047072,,3,01_own,17.53,2024-07-25T16:49:58Z
1718720047072,1718720047072,,3,01_own,17.61,2024-07-26T15:39:52Z
1718720047072,1718720047072,,3,01_own,4.9,2024-09-27T11:11:58Z
1718720047072,1718720047072,,2,01_own,8.99,2024-10-30T18:43:05Z
1718720047072,1718720047072,,3,01_own,22,2025-01-20T15:35:04Z
1718720678688,1718720678689,,3,01_own,7.38,2024-07-25T12:29:57Z
1718720678688,1718720678689,,3,01_own,4.4,2024-07-29T18:49:24Z
1718720678688,1718720678689,,3,01_own,5.5,2024-08-15T12:14:44Z
1718720678688,1718720678689,,2,01_own,23.52,2024-10-08T11:51:55Z
1718720678688,1718720678689,,3,01_own,4.07,2024-12-28T22:28:28Z
1718720692076,1718720692076,,1,01_own,6.91,2024-07-25T16:50:53Z
1718720692076,1718720692076,,3,01_own,4.26,2024-07-25T18:37:48Z
1718720692076,1718720692076,,1,01_own,7.74,2024-07-26T15:43:58Z
1718720692076,1718720692076,,3,01_own,3.23,2024-07-26T15:59:42Z
1718720692076,1718720692076,,3,01_own,4.02,2024-07-27T11:58:29Z
1718720692076,1718720692076,,1,01_own,5.62,2024-10-14T11:36:58Z
1718720692076,1718720692076,,3,01_own,51.81,2024-10-14T11:53:49Z
1718720692076,1718720692076,,3,01_own,5.19,2024-10-15T13:29:44Z
1718720692076,1718720692076,,3,01_own,3.45,2024-10-17T16:05:40Z
1718720692076,1718720692076,,3,01_own,3.31,2024-10-22T12:14:27Z
1718809837783,1718809837783,,3,01_own,8.93,2024-06-20T09:42:06Z
1718809837783,1718809837783,,3,01_own,6.21,2024-06-25T11:41:02Z
1718809837783,1718809837783,,2,01_own,14.95,2024-07-12T17:52:52Z
1718809837783,1718809837783,,1,01_own,57.94,2024-08-09T19:20:17Z
1718809837783,1718809837783,,3,01_own,5.92,2024-08-09T19:49:00Z
1718809837783,1718809837783,,2,01_own,5.47,2024-08-13T10:23:58Z
1718809837783,1718809837783,,3,01_own,60,2024-08-19T12:10:57Z
1718809837783,1718809837783,,3,01_own,60,2024-08-31T11:57:11Z
1718809837783,1718809837783,,3,01_own,10.02,2024-10-09T13:34:48Z
1718809837783,1718809837783,,3,01_own,22.5,2025-01-18T19:44:02Z
1718809881583,1718809881583,,3,01_own,8.53,2024-06-20T14:39:39Z
1718809881583,1718809881583,,3,01_own,6.79,2024-06-23T09:40:27Z
1718809881583,1718809881583,,3,01_own,11.99,2024-07-07T11:44:24Z
1718809881583,1718809881583,,3,01_own,10.7,2024-08-22T12:01:20Z
1718809881583,1718809881583,,3,01_own,17.15,2024-10-13T12:45:25Z
1718809980602,1718809980602,,3,01_own,0.9,2024-06-20T09:41:02Z
1718809980602,1718809980602,,3,01_own,9.72,2024-06-25T11:43:07Z
1718809980602,1718809980602,,3,01_own,4.91,2024-07-12T17:53:08Z
1718809980602,1718809980602,,3,01_own,19.25,2024-09-01T11:29:43Z
1718810087360,1718810087361,,1,01_own,4.87,2024-06-20T09:43:36Z
1718810087360,1718810087361,,3,01_own,16.45,2024-06-20T10:58:56Z
1718810087360,1718810087361,,3,01_own,17.6,2024-06-21T11:57:40Z
1718810087360,1718810087361,,3,01_own,60,2024-06-24T12:02:27Z
1718810087360,1718810087361,,3,01_own,29.21,2024-07-04T12:02:35Z
1718810087360,1718810087361,,3,01_own,33.57,2024-07-30T11:59:21Z
1718810087360,1718810087361,,2,01_own,26.43,2024-09-28T07:52:48Z
1718810087360,1718810087361,,2,01_own,23.79,2024-10-26T11:07:19Z
1718810087360,1718810087361,,3,01_own,11.24,2024-10-26T12:20:05Z
1718810087360,1718810087361,,1,01_own,18.17,2025-01-06T16:17:00Z
1718810087360,1718810087361,,3,01_own,6.86,2025-01-06T16:37:32Z
1718810087360,1718810087361,,3,01_own,5.33,2025-01-11T12:35:19Z
1718810087360,1718810087361,,3,01_own,13.79,2025-01-25T10:21:00Z
1718810098355,1718810098355,,3,01_own,8.37,2024-06-20T09:42:14Z
1718810098355,1718810098355,,3,01_own,17.91,2024-06-23T09:40:20Z
1718810098355,1718810098355,,2,01_own,20.3,2024-07-05T11:42:29Z
1718810098355,1718810098355,,1,01_own,7.65,2024-07-26T15:40:58Z
1718810098355,1718810098355,,3,01_own,3.26,2024-07-26T15:59:45Z
1718810098355,1718810098355,,3,01_own,4.15,2024-07-29T18:48:46Z
1718810098355,1718810098355,,3,01_own,4.63,2024-08-06T14:41:50Z
1718810098355,1718810098355,,3,01_own,4.33,2024-08-23T18:05:21Z
1718810270908,1718810270908,,1,01_own,20.58,2024-06-20T09:40:28Z
1718810270908,1718810270908,,1,01_own,23.35,2024-06-20T10:58:40Z
1718810270908,1718810270908,,1,01_own,12.3,2024-06-20T11:57:29Z
1718810270908,1718810270908,,3,01_own,5.78,2024-06-20T12:16:14Z
1718810270908,1718810270908,,3,01_own,18,2024-06-21T11:59:42Z
1718810270908,1718810270908,,3,01_own,6.51,2024-06-23T09:42:58Z
1718810270908,1718810270908,,3,01_own,6.69,2024-06-30T09:23:25Z
1718810270908,1718810270908,,3,01_own,9.35,2024-07-15T18:50:09Z
1718810375780,1718810375780,,3,01_own,26.82,2024-06-20T09:42:41Z
1718810375780,1718810375780,,3,01_own,18.79,2024-06-24T11:57:45Z
1718810375780,1718810375780,,3,01_own,14.69,2024-07-09T12:03:28Z
1718810375780,1718810375780,,3,01_own,30.94,2024-08-29T12:29:03Z
1718810375780,1718810375780,,3,01_own,11.7,2024-10-26T11:11:21Z
1718810650993,1718810650994,,3,01_own,35.79,2024-06-20T09:41:38Z
1718810650993,1718810650994,,3,01_own,18.91,2024-06-23T09:42:52Z
1718810650993,1718810650994,,3,01_own,25.07,2024-07-07T11:48:57Z
1718810650993,1718810650994,,3,01_own,60,2024-08-15T12:38:56Z
1718810650993,1718810650994,,3,01_own,48.3,2024-12-13T17:18:32Z
1718810870129,1718810870129,,3,01_own,45.08,2024-06-20T09:44:21Z
1718810870129,1718810870129,,3,01_own,18.73,2024-06-25T11:42:22Z
1718810870129,1718810870129,,1,01_own,22.77,2024-07-08T18:33:50Z
1718810870129,1718810870129,,3,01_own,4.33,2024-07-08T20:49:51Z
1718810870129,1718810870129,,3,01_own,8.9,2024-07-11T12:41:10Z
1718810870129,1718810870129,,1,01_own,10.7,2024-07-22T19:41:30Z
1718810870129,1718810870129,,3,01_own,10.69,2024-07-22T20:32:36Z
1718810870129,1718810870129,,3,01_own,16.38,2024-07-24T08:37:06Z
1718810870129,1718810870129,,3,01_own,19.93,2024-07-30T12:03:46Z
1718810870129,1718810870129,,3,01_own,10.73,2024-08-13T10:24:13Z
1718810971515,1718810971515,,3,01_own,16.32,2024-06-20T09:40:08Z
1718810971515,1718810971515,,1,01_own,2.08,2024-06-24T11:13:18Z
1718810971515,1718810971515,,3,01_own,10.74,2024-06-24T11:54:59Z
1718810971515,1718810971515,,3,01_own,10.69,2024-06-25T11:43:24Z
1718810971515,1718810971515,,3,01_own,14.23,2024-06-28T10:47:36Z
1718810971515,1718810971515,,3,01_own,14.52,2024-07-10T07:28:58Z
1718810971515,1718810971515,,2,01_own,9.07,2024-08-08T15:54:16Z
1718810971515,1718810971515,,2,01_own,60,2024-09-22T12:40:02Z
1718810971515,1718810971515,,3,01_own,36.38,2024-11-13T12:56:16Z
1718811141148,1718811141148,,3,01_own,18.72,2024-06-20T09:41:57Z
1718811141148,1718811141148,,3,01_own,15.74,2024-06-24T11:10:41Z
1718811141148,1718811141148,,3,01_own,32.03,2024-07-07T11:42:07Z
1718811141148,1718811141148,,3,01_own,8.09,2024-08-23T18:27:39Z
1718811141148,1718811141148,,3,01_own,6.34,2024-10-13T12:50:34Z
1718811208372,1718811208373,,1,01_own,6.8,2024-07-24T08:44:56Z
1718811208372,1718811208373,,3,01_own,3.11,2024-07-24T09:11:45Z
1718811208372,1718811208373,,3,01_own,19.82,2024-07-25T12:23:27Z
1718811208372,1718811208373,,3,01_own,6.76,2024-07-27T11:59:51Z
1718811208372,1718811208373,,3,01_own,26.83,2024-08-04T12:35:14Z
1718811208372,1718811208373,,3,01_own,12.89,2024-08-20T11:55:50Z
1718811236404,1718811236405,,3,01_own,4.81,2024-07-26T15:46:53Z
1718811236404,1718811236405,,3,01_own,3.83,2024-07-31T11:54:46Z
1718811236404,1718811236405,,3,01_own,23.05,2024-08-19T12:06:25Z
1718811236404,1718811236405,,3,01_own,4.07,2024-10-15T12:02:24Z
1718811236404,1718811236405,,3,01_own,7.05,2024-10-21T09:55:29Z
1718811324502,1718811324502,,3,01_own,7.41,2024-07-26T15:47:07Z
1718811324502,1718811324502,,3,01_own,6.5,2024-10-14T11:36:52Z
1718811324502,1718811324502,,3,01_own,5.19,2025-01-06T18:57:48Z
1718883206069,1718883206070,,3,01_own,51.44,2024-06-21T12:01:31Z
1718883206069,1718883206070,,3,01_own,8.88,2024-06-24T11:10:50Z
1718883206069,1718883206070,,2,01_own,15.22,2024-07-07T11:40:11Z
1718883206069,1718883206070,,3,01_own,16.38,2024-07-23T19:13:52Z
1718883206069,1718883206070,,3,01_own,9.74,2024-09-12T12:14:01Z
1718883206069,1718883206070,,3,01_own,10.22,2024-10-05T11:10:28Z
1718883206069,1718883206070,,3,01_own,5.5,2024-10-21T09:53:36Z
1718883206069,1718883206070,,3,01_own,3.58,2025-01-06T18:57:56Z
1718883400171,1718883400171,,3,01_own,30.93,2024-06-21T12:02:26Z
1718883400171,1718883400171,,3,01_own,9.59,2024-06-25T11:41:12Z
1718883400171,1718883400171,,3,01_own,8.46,2024-07-08T18:36:31Z
1718883400171,1718883400171,,2,01_own,44.46,2024-08-17T18:28:11Z
1718883400171,1718883400171,,3,01_own,50.08,2024-10-13T12:33:18Z
1718883521672,1718883521672,,3,01_own,13.86,2024-06-21T12:06:52Z
1718883521672,1718883521672,,3,01_own,27.04,2024-06-26T08:28:32Z
1718883521672,1718883521672,,2,01_own,8.24,2024-07-11T12:11:38Z
1718883521672,1718883521672,,3,01_own,19.53,2024-08-05T12:00:24Z
1718883521672,1718883521672,,3,01_own,18.27,2024-10-17T09:00:57Z
1718883521672,1718883521672,,3,01_own,22.93,2024-10-21T09:52:34Z
1718883733932,1718883733933,,1,01_own,10.46,2024-06-21T12:01:42Z
1718883733932,1718883733933,,3,01_own,14.17,2024-06-21T12:25:11Z
1718883733932,1718883733933,,3,01_own,22.52,2024-06-22T11:31:15Z
1718883733932,1718883733933,,3,01_own,17.93,2024-06-24T11:11:08Z
1718883733932,1718883733933,,3,01_own,8.52,2024-06-28T10:48:00Z
1718883733932,1718883733933,,3,01_own,15.17,2024-07-11T12:26:12Z
1718883733932,1718883733933,,3,01_own,3.42,2024-08-10T19:01:09Z
1718884046083,1718884046083,,3,01_own,9.99,2024-06-21T12:06:30Z
1718884046083,1718884046083,,3,01_own,6.24,2024-06-25T11:43:14Z
1718884046083,1718884046083,,1,01_own,13.12,2024-07-12T17:53:29Z
1718884046083,1718884046083,,3,01_own,10.65,2024-07-12T19:53:01Z
1718884046083,1718884046083,,3,01_own,22.67,2024-07-15T18:51:42Z
1718884046083,1718884046083,,3,01_own,8.24,2024-07-24T08:33:12Z
1718884046083,1718884046083,,3,01_own,8.25,2024-08-21T12:01:29Z
1718884210666,1718884210666,,1,01_own,24.6,2024-06-21T12:03:15Z
1718884210666,1718884210666,,1,01_own,18.49,2024-06-21T12:25:30Z
1718884210666,1718884210666,,3,01_own,12.89,2024-06-21T13:20:41Z
1718884210666,1718884210666,,3,01_own,24.47,2024-06-22T11:28:40Z
1718884210666,1718884210666,,3,01_own,12.25,2024-06-24T12:01:09Z
1718884210666,1718884210666,,1,01_own,14.56,2024-07-01T10:55:26Z
1718884210666,1718884210666,,1,01_own,11.28,2024-07-01T11:58:55Z
1718884210666,1718884210666,,3,01_own,23.18,2024-07-01T14:55:51Z
1718884210666,1718884210666,,3,01_own,11.55,2024-07-03T12:05:08Z
1718884210666,1718884210666,,3,01_own,10.4,2024-07-08T18:39:35Z
1718884210666,1718884210666,,2,01_own,13.93,2024-07-16T19:01:10Z
1718884210666,1718884210666,,2,01_own,18,2024-07-28T18:47:12Z
1718884210666,1718884210666,,3,01_own,2.62,2024-08-08T15:53:59Z
1718884210666,1718884210666,,2,01_own,17.78,2024-08-26T12:02:28Z
1718884210666,1718884210666,,2,01_own,25.02,2024-09-16T17:52:54Z
1718884210666,1718884210666,,3,01_own,13.53,2024-10-19T18:17:12Z
1718884210666,1718884210666,,3,01_own,5.24,2024-12-21T10:59:21Z
1718884210666,1718884210666,,3,01_own,29.73,2025-01-20T20:29:23Z
1718884349737,1718884349737,,1,01_own,13.24,2024-06-21T12:01:55Z
1718884349737,1718884349737,,3,01_own,11.54,2024-06-21T12:24:44Z
1718884349737,1718884349737,,3,01_own,2.27,2024-06-22T11:31:30Z
1718884349737,1718884349737,,3,01_own,47.8,2024-06-24T11:56:20Z
1718884349737,1718884349737,,3,01_own,35.44,2024-06-29T11:54:38Z
1718884349737,1718884349737,,3,01_own,6.62,2024-07-12T17:52:58Z
1718884349737,1718884349737,,3,01_own,11.6,2024-08-15T12:14:10Z
1718890004907,1718890004908,,1,01_own,11.23,2024-10-17T16:06:37Z
1718890004907,1718890004908,,3,01_own,5.36,2024-10-17T17:29:39Z
1718890004907,1718890004908,,3,01_own,5.11,2024-10-18T11:44:14Z
1718890004907,1718890004908,,3,01_own,4.24,2024-10-22T16:30:00Z
1718890004907,1718890004908,,2,01_own,9.33,2024-11-02T18:59:50Z
1718890004907,1718890004908,,3,01_own,5.37,2024-11-21T18:30:56Z
1718890004907,1718890004908,,3,01_own,5.19,2025-01-04T20:11:10Z
1718890189988,1718890189988,,3,01_own,17.45,2024-07-24T08:45:39Z
1718890189988,1718890189988,,3,01_own,7.29,2024-07-29T18:51:51Z
1718890189988,1718890189989,,1,01_own,7.5,2024-10-21T17:54:10Z
1718890189988,1718890189989,,3,01_own,3.98,2024-10-21T18:16:13Z
1718890189988,1718890189989,,3,01_own,3.29,2024-10-22T16:25:50Z
1718890189988,1718890189989,,3,01_own,49.1,2024-10-24T12:13:37Z
1718890189988,1718890189989,,3,01_own,7.09,2024-10-30T13:02:51Z
1718890189988,1718890189989,,3,01_own,4.59,2024-11-22T17:46:18Z
1718890317756,1718890317756,,1,01_own,10.23,2024-10-26T14:36:42Z
1718890317756,1718890317756,,3,01_own,5.61,2024-10-26T16:12:19Z
1718890317756,1718890317756,,3,01_own,4.21,2024-10-27T20:38:51Z
1718890317756,1718890317756,,3,01_own,17.9,2024-10-30T12:18:14Z
1718890317756,1718890317756,,3,01_own,4.38,2024-11-12T18:05:26Z
1718890317756,1718890317756,,1,01_own,12.01,2024-12-19T17:53:14Z
1718890317756,1718890317756,,3,01_own,22.2,2024-12-19T19:34:24Z
1718890317756,1718890317756,,3,01_own,3.22,2024-12-23T18:37:53Z
1718890317756,1718890317756,,3,01_own,26.78,2024-12-29T21:16:10Z
1718890317756,1718890317756,,3,01_own,6.45,2025-01-11T12:21:49Z
1718895744977,1718895744977,,1,01_own,50.76,2024-07-25T12:28:02Z
1718895744977,1718895744977,,1,01_own,32.65,2024-07-25T16:25:49Z
1718895744977,1718895744977,,1,01_own,12.44,2024-07-25T16:49:21Z
1718895744977,1718895744977,,3,01_own,6.66,2024-07-25T18:37:44Z
1718895744977,1718895744977,,1,01_own,9.63,2024-07-26T15:39:35Z
1718895744977,1718895744977,,3,01_own,6.68,2024-07-26T15:52:03Z
1718895744977,1718895744977,,3,01_own,6.81,2024-07-27T11:58:45Z
1718895744977,1718895744977,,2,01_own,10.68,2024-07-29T19:05:22Z
1718895744977,1718895744977,,3,01_own,13.54,2024-07-31T11:52:01Z
1718895744977,1718895744977,,3,01_own,8.96,2024-08-03T12:01:48Z
1718895744977,1718895744977,,2,01_own,15.92,2024-08-10T19:01:37Z
1718895744977,1718895744977,,3,01_own,7.76,2024-08-18T15:26:16Z
1718895744977,1718895744977,,3,01_own,60,2024-08-30T12:17:24Z
1718895744977,1718895744977,,1,01_own,35.08,2024-09-12T12:07:03Z
